,ORÇAMENTO REALIZADO (R$),EXERCÍCIO
13031,1663346.71,2014
13032,26141.14,2014
13033,0.0,2014
13034,68597.26,2014
13035,34805734.74,2014
13036,7570.5,2014
13037,7049078.53,2014
13038,0.0,2014
13039,40608.22,2014
13040,50182168.46,2014
13041,1674.66,2014
13042,2777343.45,2014
13043,0.0,2014
13044,12921.08,2014
13045,29474540.56,2014
13046,33713117.55,2014
13047,0.0,2014
13048,2731670.77,2014
13049,40813.25,2014
13050,21015392.02,2014
13051,0.0,2014
13052,43452.16,2014
13053,52964.46,2014
13054,109838430.23,2014
13055,73944933.71,2014
13056,7868603.48,2014
13057,236517.03,2014
13058,52915.52,2014
13059,0.0,2014
13060,126654.48,2014
13061,27437.16,2014
13062,10369889.95,2014
13063,0.0,2014
13064,65677.17,2014
13065,0.0,2014
13066,37907044.45,2014
13067,0.0,2014
13068,14483332.87,2014
13069,3277.17,2014
13070,28798755.65,2014
13071,11193730.44,2014
13072,502273874.62,2014
13073,1121547.92,2014
13074,6264.96,2014
13075,249615.48,2014
13076,30589.16,2014
13077,3847027.62,2014
13078,0.0,2014
13079,10509357.08,2014
13080,148623392.3,2014
13081,2687929.0,2014
13082,0.0,2014
13083,17953.68,2014
13084,8671.09,2014
13085,4632.04,2014
13086,41114728.55,2014
13087,25645.53,2014
13088,4860110.69,2014
13089,3475.88,2014
13090,38209.83,2014
13091,0.0,2014
13092,464842.18,2014
13093,0.0,2014
13094,7416.22,2014
13095,3130.15,2014
13096,0.0,2014
13097,0.0,2014
13098,126673.81,2014
13099,43726.88,2014
13100,84967429.06,2014
13101,30380.0,2014
13102,0.0,2014
13103,19683106.39,2014
13104,3000711.5,2014
13105,43433.49,2014
13106,0.0,2014
13107,0.0,2014
13110,0.0,2014
13111,0.0,2014
13112,62701120.5,2014
13113,0.0,2014
13114,70809187.7,2014
13115,815000.0,2014
13116,8901.91,2014
13117,2137.0,2014
13118,1500.0,2014
13119,0.0,2014
13120,0.0,2014
13121,0.0,2014
13122,0.0,2014
13123,16400.0,2014
13124,577.6,2014
13125,168208.74,2014
13126,78800.0,2014
13127,0.0,2014
13128,6046.0,2014
13129,11104.0,2014
13130,0.0,2014
13131,0.0,2014
13132,0.0,2014
13133,2690.17,2014
13134,24000.0,2014
13135,0.0,2014
13136,38465.0,2014
13137,22038.59,2014
13138,0.0,2014
13139,11658.35,2014
13140,5544.0,2014
13141,2849.04,2014
13142,364070.0,2014
13143,0.0,2014
13144,142600.0,2014
13145,0.0,2014
13146,1701.4,2014
13147,6580.0,2014
13148,0.0,2014
13149,961.84,2014
13150,34025.0,2014
13151,0.0,2014
13152,0.0,2014
13153,3498.77,2014
13154,30000.0,2014
13155,0.0,2014
13156,0.0,2014
13157,2952.2,2014
13158,0.0,2014
13159,0.0,2014
13160,17908.0,2014
13161,0.0,2014
13162,662.86,2014
13163,13450.69,2014
13164,6964.06,2014
13165,0.0,2014
13166,0.0,2014
13167,0.0,2014
13168,0.0,2014
13169,0.0,2014
13170,0.0,2014
13171,0.0,2014
13172,54183.94,2014
13173,0.0,2014
13174,0.0,2014
13175,0.0,2014
13176,3058.7,2014
13177,0.0,2014
13178,320.0,2014
13179,0.0,2014
13180,0.0,2014
13181,4000.0,2014
13182,0.0,2014
13183,0.0,2014
13184,3969.85,2014
13185,0.0,2014
13186,0.0,2014
13187,24428.84,2014
13188,15285.49,2014
13189,0.0,2014
13190,22062.5,2014
13191,0.0,2014
13192,0.0,2014
13193,27618.38,2014
13194,0.0,2014
13195,0.0,2014
13196,0.0,2014
13197,8522.27,2014
13198,0.0,2014
13199,0.0,2014
13200,4479.88,2014
13201,42840.0,2014
13202,1675.53,2014
13203,0.0,2014
13204,0.0,2014
13205,0.0,2014
13206,615.0,2014
13207,12000.0,2014
13208,596.5,2014
13209,0.0,2014
13210,13218.0,2014
13211,279.0,2014
13212,6472.71,2014
13213,0.0,2014
13214,2352.35,2014
13215,2786.9,2014
13216,0.0,2014
13217,25200.0,2014
13218,415.2,2014
13219,690.6,2014
13220,0.0,2014
13221,0.0,2014
13222,0.0,2014
13223,6934.32,2014
13224,1075.0,2014
13225,0.0,2014
13226,41980.41,2014
13227,1770.29,2014
13228,0.0,2014
13229,6058.39,2014
13230,97815.0,2014
13231,0.0,2014
13232,19847.33,2014
13233,0.0,2014
13234,971.55,2014
13235,0.0,2014
13236,0.0,2014
13237,39.3,2014
13238,0.0,2014
13239,0.0,2014
13240,0.0,2014
13241,1041.1,2014
13242,0.0,2014
13243,1108.8,2014
13244,14000.0,2014
13245,0.0,2014
13246,7430.0,2014
13247,42340.44,2014
13248,130700.0,2014
13249,41646.42,2014
13250,0.0,2014
13251,53830.09,2014
13252,0.0,2014
13253,3420.0,2014
13254,43913.0,2014
13255,12813.89,2014
13256,26140.0,2014
13257,3612.88,2014
13258,938049.96,2014
13259,0.0,2014
13260,43689.78,2014
13261,11672.84,2014
13262,40000.0,2014
13263,0.0,2014
13264,889.66,2014
13265,8145.0,2014
13266,14998.15,2014
13267,0.0,2014
13268,0.0,2014
13269,14532.26,2014
13270,317387.71,2014
13271,51309.22,2014
13272,46158.3,2014
13273,163123.5,2014
13274,0.0,2014
13275,770.6,2014
13276,0.0,2014
13277,58067.71,2014
13278,18200.0,2014
13279,0.0,2014
13280,2688.4,2014
13281,1160.0,2014
13282,8360.07,2014
13283,0.0,2014
13284,1726563.48,2014
13285,0.0,2014
13286,0.0,2014
13287,4660.0,2014
13288,0.0,2014
13289,0.0,2014
13290,13515.23,2014
13291,63246.25,2014
13292,1200.0,2014
13293,3000.0,2014
13294,277.68,2014
13295,0.0,2014
13296,2761.8,2014
13297,29793.57,2014
13298,42404.0,2014
13299,159660.05,2014
13300,139744.68,2014
13301,54507.35,2014
13302,0.0,2014
13303,16704.98,2014
13304,220295.06,2014
13305,8075.8,2014
13306,14607.35,2014
13307,14197.44,2014
13308,3728.96,2014
13309,3328.96,2014
13310,4926.0,2014
13311,0.0,2014
13312,567.53,2014
13313,1812.0,2014
13314,429.0,2014
13315,12734.21,2014
13316,535194.66,2014
13317,112164.01,2014
13318,135822.26,2014
13319,0.0,2014
13320,5539.2,2014
13321,485871.4,2014
13322,50375.45,2014
13323,92073.53,2014
13324,2400.0,2014
13325,98468.85,2014
13326,0.0,2014
13327,5359.0,2014
13328,68604.0,2014
13329,113105.1,2014
13330,128577.87,2014
13331,41261.89,2014
13332,33812.53,2014
13333,15715.51,2014
13334,159.37,2014
13335,0.0,2014
13336,33991.57,2014
13337,10646.3,2014
13338,1000.0,2014
13339,23909.0,2014
13340,49165.42,2014
13341,17235.98,2014
13342,0.0,2014
13343,0.0,2014
13344,174603.27,2014
13345,3291.72,2014
13346,27239.2,2014
13347,5646.2,2014
13348,0.0,2014
13349,3714.7,2014
13350,50275.0,2014
13351,720.0,2014
13352,0.0,2014
13353,915862.25,2014
13354,1543.7,2014
13355,60142.27,2014
13356,0.0,2014
13357,341874.46,2014
13358,0.0,2014
13359,574800.0,2014
13360,28044.0,2014
13361,0.0,2014
13362,22001.1,2014
13363,33477.01,2014
13364,26973.57,2014
13365,5413.0,2014
13366,60446.77,2014
13367,3970.0,2014
13368,2548.0,2014
13369,216979.55,2014
13370,24750.65,2014
13371,56000.0,2014
13372,0.0,2014
13373,180023.7,2014
13374,1720.0,2014
13375,243265.72,2014
13376,0.0,2014
13377,20841.48,2014
13378,0.0,2014
13379,75053.0,2014
13380,0.0,2014
13381,828.54,2014
13382,0.0,2014
13383,261042.0,2014
13384,0.0,2014
13385,72616.12,2014
13386,4710.0,2014
13387,2593.5,2014
13388,170535.58,2014
13389,123177.51,2014
13390,31065.0,2014
13391,56903.74,2014
13392,2585.0,2014
13393,2556.56,2014
13394,34321.0,2014
13395,369193.96,2014
13396,268.33,2014
13397,245259.78,2014
13398,11982.0,2014
13399,150066.14,2014
13400,35189.48,2014
13401,867.0,2014
13402,78051.15,2014
13403,32599.86,2014
13404,13746.32,2014
13405,63813.54,2014
13406,648.85,2014
13407,156889.45,2014
13408,1000.0,2014
13409,0.0,2014
13410,36661.87,2014
13411,69251.92,2014
13412,150005.04,2014
13413,0.0,2014
13414,1200.0,2014
13415,238052.23,2014
13416,226011.57,2014
13417,0.0,2014
13418,7326.0,2014
13419,2263.8,2014
13420,33821.2,2014
13421,280216.26,2014
13422,59488.1,2014
13423,0.0,2014
13424,7410.0,2014
13425,10149.14,2014
13426,0.0,2014
13427,1471.95,2014
13428,0.0,2014
13429,4669.0,2014
13430,2375.0,2014
13431,46222.29,2014
13432,0.0,2014
13433,3437.1,2014
13434,0.0,2014
13435,76363.2,2014
13436,21063.72,2014
13437,76802.91,2014
13438,1750.0,2014
13439,0.0,2014
13440,122522.0,2014
13441,0.0,2014
13442,88566.55,2014
13443,5580.0,2014
13444,29069.6,2014
13445,104744.0,2014
13446,110540.71,2014
13447,532705.31,2014
13448,4294.0,2014
13449,182879.31,2014
13450,29582.89,2014
13451,0.0,2014
13452,0.0,2014
13453,0.0,2014
13454,0.0,2014
13455,313461.52,2014
13456,400.0,2014
13457,23951.98,2014
13458,0.0,2014
13459,264056.13,2014
13460,15837.0,2014
13461,87839.11,2014
13462,0.0,2014
13463,42666.0,2014
13464,750.0,2014
13465,6911.92,2014
13466,1011494.7,2014
13467,53044.73,2014
13468,38231.63,2014
13469,0.0,2014
13470,5264.8,2014
13471,0.0,2014
13472,299300.0,2014
13473,395.0,2014
13474,821624.33,2014
13475,0.0,2014
13476,362400.0,2014
13477,0.0,2014
13478,138616.04,2014
13479,233.88,2014
13480,91967.71,2014
13481,8926.0,2014
13482,3114.06,2014
13483,19103.2,2014
13484,10628.53,2014
13485,70200.0,2014
13486,0.0,2014
13487,15664.75,2014
13488,30610.0,2014
13489,0.0,2014
13490,4040.65,2014
13491,84235.14,2014
13492,0.0,2014
13493,6665.98,2014
13494,4864.0,2014
13495,13153.0,2014
13496,33227.28,2014
13497,0.0,2014
13498,56963.07,2014
13499,300044.3,2014
13500,652359.69,2014
13501,4000.0,2014
13502,13000.0,2014
13503,5140.0,2014
13504,208750.14,2014
13505,134640.57,2014
13506,1802.8,2014
13507,0.0,2014
13508,171725.18,2014
13509,3550.0,2014
13510,843894.81,2014
13511,96721.75,2014
13512,29247.69,2014
13513,0.0,2014
13514,22000.0,2014
13515,26534.18,2014
13516,13137.15,2014
13517,0.0,2014
13518,41816.21,2014
13519,37027.14,2014
13520,1328.0,2014
13521,33128.61,2014
13522,0.0,2014
13523,0.0,2014
13524,125981.08,2014
13525,0.0,2014
13526,6248.44,2014
13527,0.0,2014
13528,8292.0,2014
13529,244413.36,2014
13530,177951.0,2014
13531,0.0,2014
13532,8301.77,2014
13533,0.0,2014
13534,155386.89,2014
13535,0.0,2014
13536,5473.8,2014
13537,13305.0,2014
13538,0.0,2014
13539,66480.93,2014
13540,235723.17,2014
13541,7614.0,2014
13542,1323.87,2014
13543,31085.45,2014
13544,188006.67,2014
13545,1750.0,2014
13546,95819.76,2014
13547,283800.0,2014
13548,0.0,2014
13549,142144.0,2014
13550,0.0,2014
13551,113237.3,2014
13552,40394.2,2014
13553,0.0,2014
13554,0.0,2014
13555,97054.7,2014
13556,627833.78,2014
13557,5660.0,2014
13558,633506.5,2014
13559,0.0,2014
13560,271226.0,2014
13561,10777.0,2014
13562,27485.0,2014
13563,5246.3,2014
13564,115555.7,2014
13565,25826.29,2014
13566,0.0,2014
13567,7103.06,2014
13568,2599.6,2014
13569,32079.8,2014
13570,1207022.64,2014
13571,0.0,2014
13572,0.0,2014
13573,8615.92,2014
13574,35040.67,2014
13575,34140.0,2014
13576,268217.4,2014
13577,3514.78,2014
13578,5960.0,2014
13579,12287.61,2014
13580,545.0,2014
13581,12260.0,2014
13582,2500.0,2014
13583,16355.61,2014
13584,5452.0,2014
13585,30709.93,2014
13586,0.0,2014
13587,30236.19,2014
13588,18791.16,2014
13589,5170.0,2014
13590,297068.0,2014
13591,0.0,2014
13592,60578.2,2014
13593,0.0,2014
13594,76608.66,2014
13595,57859.31,2014
13596,850.0,2014
13597,4740.4,2014
13598,95388.39,2014
13599,0.0,2014
13600,41671.71,2014
13601,11670.0,2014
13602,33437.59,2014
13603,7920.0,2014
13604,689789.09,2014
13605,382682.42,2014
13606,408992.35,2014
13607,315.0,2014
13608,0.0,2014
13609,156709.05,2014
13610,0.0,2014
13611,0.0,2014
13612,0.0,2014
13613,83.06,2014
13614,4974.88,2014
13615,60991.36,2014
13616,2930.4,2014
13617,21683.4,2014
13618,0.0,2014
13619,64092.0,2014
13620,600.0,2014
13621,0.0,2014
13622,0.0,2014
13623,300.0,2014
13624,45161.42,2014
13625,34451.3,2014
13626,0.0,2014
13627,21999.0,2014
13628,7500.0,2014
13629,0.0,2014
13630,6457.4,2014
13631,8069.65,2014
13632,406.2,2014
13633,0.0,2014
13634,10556.22,2014
13635,0.0,2014
13636,96818.2,2014
13637,261196.61,2014
13638,143090.0,2014
13639,38696.38,2014
13640,30504.24,2014
13641,7839.57,2014
13642,65509.02,2014
13643,0.0,2014
13644,87566.3,2014
13645,1793.0,2014
13646,40916.88,2014
13647,126606.17,2014
13648,216267.11,2014
13649,0.0,2014
13650,7949.59,2014
13651,1350.0,2014
13652,152446.86,2014
13653,149079.0,2014
13654,111649.19,2014
13655,251474.03,2014
13656,68811.0,2014
13657,2172.23,2014
13658,5796.45,2014
13659,0.0,2014
13660,5965.0,2014
13661,7500.0,2014
13662,0.0,2014
13663,225298.17,2014
13664,6295.88,2014
13665,358.0,2014
13666,162297.22,2014
13667,488494.52,2014
13668,0.0,2014
13669,0.0,2014
13670,335882.73,2014
13671,32240.0,2014
13672,1493402.75,2014
13673,1085237.16,2014
13674,65498.43,2014
13675,115831.02,2014
13676,8656.0,2014
13677,316232.31,2014
13678,22000.0,2014
13679,0.0,2014
13680,115050.8,2014
13681,17470.0,2014
13682,631734.61,2014
13683,62964.14,2014
13684,21702.0,2014
13685,3232.0,2014
13686,20116.53,2014
13687,246464.64,2014
13688,6323.15,2014
13689,0.0,2014
13690,2900.0,2014
13691,499243.93,2014
13692,81.24,2014
13693,59180.34,2014
13694,58964.0,2014
13695,1484.26,2014
13696,5174.36,2014
13697,3170.18,2014
13698,2500.0,2014
13699,39608.46,2014
13700,856736.0,2014
13701,59218.9,2014
13702,0.0,2014
13703,837439.7,2014
13704,0.0,2014
13705,0.0,2014
13706,500.0,2014
13707,977361.5,2014
13708,1600.0,2014
13709,27090.0,2014
13710,44276.0,2014
13711,0.0,2014
13712,513262.55,2014
13713,69709.08,2014
13714,0.0,2014
13715,5045.0,2014
13716,0.0,2014
13717,0.0,2014
13718,0.0,2014
13719,5028.75,2014
13720,21896.25,2014
13721,8498.36,2014
13722,189975.0,2014
13723,0.0,2014
13724,1668.98,2014
13725,76351.65,2014
13726,316459.82,2014
13727,199819.27,2014
13728,1379.64,2014
13729,592851.57,2014
13730,5850.0,2014
13731,1449945.37,2014
13732,0.0,2014
13733,0.0,2014
13734,7161.93,2014
13735,0.0,2014
13736,0.0,2014
13737,4450.0,2014
13738,0.0,2014
13739,166581.1,2014
13740,23469.22,2014
13741,0.0,2014
13742,796.93,2014
13743,75000.0,2014
13744,8110.0,2014
13745,34785.17,2014
13746,48543.4,2014
13747,38119.11,2014
13748,0.0,2014
13749,146444.54,2014
13750,600.0,2014
13751,3218.0,2014
13752,335000.22,2014
13753,147.78,2014
13754,0.0,2014
13755,1120.0,2014
13756,326300.0,2014
13757,0.0,2014
13758,159641.27,2014
13759,83029.97,2014
13760,271387.71,2014
13761,0.0,2014
13762,1457.72,2014
13763,303637.58,2014
13764,6163.92,2014
13765,160279.96,2014
13766,94012.07,2014
13767,0.0,2014
13768,109293.94,2014
13769,839.47,2014
13770,3568.0,2014
13771,71037.7,2014
13772,395.0,2014
13773,0.0,2014
13774,83366.05,2014
13775,17166.0,2014
13776,70672.31,2014
13777,329060.32,2014
13778,34864.83,2014
13779,132482.35,2014
13780,0.0,2014
13781,5534.0,2014
13782,1460.0,2014
13783,178170.97,2014
13784,0.0,2014
13785,0.0,2014
13786,53268.39,2014
13787,77489.69,2014
13788,0.0,2014
13789,136329.52,2014
13790,187350.0,2014
13791,0.0,2014
13792,53920.0,2014
13793,0.0,2014
13794,74705.36,2014
13795,48584.25,2014
13796,1280.0,2014
13797,154997.5,2014
13798,3968.6,2014
13799,0.0,2014
13800,217531.67,2014
13801,0.0,2014
13802,0.0,2014
13803,150483.93,2014
13804,21678.29,2014
13805,2930.4,2014
13806,39076.51,2014
13807,186677.69,2014
13808,1636.5,2014
13809,0.0,2014
13810,0.0,2014
13811,351328.1,2014
13812,4735.0,2014
13813,122283.24,2014
13814,220000.0,2014
13815,90.0,2014
13816,962021.9,2014
13817,800.0,2014
13818,0.0,2014
13819,11053.0,2014
13820,44695.23,2014
13821,198601.7,2014
13822,52797.6,2014
13823,0.0,2014
13824,2210.6,2014
13825,10100.0,2014
13826,4008.0,2014
13827,241775.15,2014
13828,65480.53,2014
13829,0.0,2014
13830,0.0,2014
13831,87762.7,2014
13832,0.0,2014
13833,0.0,2014
13834,149273.79,2014
13835,0.0,2014
13836,176173.37,2014
13837,12426.0,2014
13838,11934.0,2014
13839,447472.78,2014
13840,0.0,2014
13841,78940.06,2014
13842,0.0,2014
13843,1185.0,2014
13844,0.0,2014
13845,30846.9,2014
13846,1060.0,2014
13847,342547.22,2014
13848,518.94,2014
13849,0.0,2014
13850,58179.15,2014
13851,17761.2,2014
13852,4350.0,2014
13853,5826.0,2014
13854,15973.92,2014
13855,21563.54,2014
13856,1160.0,2014
13857,30899.0,2014
13858,45260.03,2014
13859,0.0,2014
13860,46411.48,2014
13861,87922.0,2014
13862,120738.95,2014
13863,0.0,2014
13864,183160.59,2014
13865,900.0,2014
13866,0.0,2014
13867,0.0,2014
13868,164895.7,2014
13869,0.0,2014
13870,2970.0,2014
13871,0.0,2014
13872,134358.88,2014
13873,144750.0,2014
13874,271796.19,2014
13875,273324.26,2014
13876,0.0,2014
13877,119827.03,2014
13878,5254.0,2014
13879,16293.94,2014
13880,11148.0,2014
13881,305365.94,2014
13882,0.0,2014
13883,0.0,2014
13884,6353792.6,2014
13885,2897650.43,2014
13886,0.0,2014
13887,44159287.41,2014
13888,0.0,2014
13889,0.0,2014
13890,0.0,2014
13891,1441853.92,2014
13892,0.0,2014
13893,953691.17,2014
13894,1641259.97,2014
13895,198318.67,2014
13896,0.0,2014
13897,962.28,2014
13898,486240.58,2014
13899,0.0,2014
13900,12742.29,2014
13901,349565.68,2014
13902,597517.72,2014
13903,3717717.22,2014
13904,3582418.08,2014
13905,5018.54,2014
13906,3155.13,2014
13907,212846.86,2014
13908,1498996.99,2014
13909,11393.46,2014
13910,21986.94,2014
13911,362090.0,2014
13912,773216.97,2014
13913,0.0,2014
13914,84331.85,2014
13915,0.0,2014
13916,790673.35,2014
13917,0.0,2014
13918,0.0,2014
13919,883524.24,2014
13920,1060412.16,2014
13921,9841899.99,2014
13922,0.0,2014
13923,4028661.03,2014
13924,5912610.38,2014
13925,276440.64,2014
13926,422883102.46,2014
13927,53290210.59,2014
13928,68060597.18,2014
13929,0.0,2014
13930,0.0,2014
13931,630.16,2014
13932,858.34,2014
13933,0.0,2014
13934,69762867.43,2014
13940,1325.05,2014
13941,0.0,2014
13942,2760108.94,2014
13943,0.0,2014
13944,604.7,2014
13945,115042.94,2014
13946,0.0,2014
13947,0.0,2014
13948,1398.45,2014
13949,0.0,2014
13950,0.0,2014
13951,0.0,2014
13952,0.0,2014
13953,6038049.84,2014
13954,54269939.8,2014
13955,394564915.15,2014
13956,0.0,2014
13957,0.0,2014
13958,12712305.48,2014
13959,558909.51,2014
13960,0.0,2014
13961,12463639.0,2014
13962,2319.1,2014
13963,3295.6,2014
13964,10137587.17,2014
13965,2980507.82,2014
13966,26342150.42,2014
13967,0.0,2014
13968,2857212.46,2014
13969,1102900.0,2014
13970,1456.47,2014
13971,0.0,2014
13972,0.0,2014
13973,8348145.64,2014
13974,0.0,2014
13975,2000000.0,2014
13976,774412.53,2014
13977,0.0,2014
13978,1980.0,2014
13979,0.0,2014
13980,0.0,2014
13981,68404.87,2014
13982,0.0,2014
13983,0.0,2014
13984,5194.98,2014
13985,506.88,2014
13986,7030.0,2014
13987,448410.0,2014
13988,11616.23,2014
13989,0.0,2014
13990,0.0,2014
13991,1189.05,2014
13992,4410.0,2014
13993,1108323.32,2014
13994,225927.6,2014
13995,2287.04,2014
13996,0.0,2014
13997,2657.4,2014
13998,0.0,2014
13999,3621351.3,2014
14000,93500.0,2014
14001,13787.8,2014
14002,0.0,2014
14003,0.0,2014
14004,60317.07,2014
14005,2260.32,2014
14006,61892.4,2014
14007,0.0,2014
14008,13089.54,2014
14009,0.0,2014
14010,0.0,2014
14011,0.0,2014
14012,95092.04,2014
14013,76385.23,2014
14014,0.0,2014
14015,0.0,2014
14016,1200.0,2014
14017,1226.62,2014
14018,19615.8,2014
14019,301598.08,2014
14020,50652.9,2014
14021,4360.0,2014
14022,0.0,2014
14023,49135.64,2014
14024,23255.53,2014
14025,62789.29,2014
14026,0.0,2014
14027,7057.05,2014
14028,45425.35,2014
14029,0.0,2014
14030,22335.84,2014
14031,4275.44,2014
14032,598357.96,2014
14033,500.0,2014
14034,0.0,2014
14035,99171.59,2014
14036,3458.0,2014
14037,73039.68,2014
14038,445543.24,2014
14039,84681.09,2014
14040,38751.0,2014
14041,619.58,2014
14042,6870.0,2014
14043,184230.09,2014
14044,0.0,2014
14045,1414886.62,2014
14046,0.0,2014
14047,16137.0,2014
14048,179433.6,2014
14049,0.0,2014
14050,96565.99,2014
14051,12545.5,2014
14052,133645.93,2014
14053,7875.0,2014
14054,1563619.45,2014
14055,26246.07,2014
14056,19816135.33,2014
14057,42362.63,2014
14058,0.0,2014
14059,0.0,2014
14060,0.0,2014
14061,0.0,2014
14062,1926365.49,2014
14063,205568.27,2014
14064,94503.0,2014
14065,0.0,2014
14066,90722.02,2014
14067,667030.0,2014
14068,1324623.57,2014
14069,10197449.33,2014
14070,159255.83,2014
14071,33803.23,2014
14072,6000.0,2014
14073,0.0,2014
14074,16465.25,2014
14075,0.0,2014
14076,3630.2,2014
14077,51540.43,2014
14078,0.0,2014
14079,34000.0,2014
14080,453116.16,2014
14081,104798.26,2014
14082,88075.0,2014
14083,67053.29,2014
14084,3665.0,2014
14085,67857.52,2014
14086,0.0,2014
14087,11903.04,2014
14088,293414.31,2014
14089,5210374.99,2014
14090,11159958.87,2014
14091,148315.24,2014
14092,127086.42,2014
14093,0.0,2014
14094,10513.72,2014
14095,151642.5,2014
14096,354850.21,2014
14097,1493.58,2014
14098,2002003.82,2014
14099,0.0,2014
14100,0.0,2014
14101,0.0,2014
14102,3000.0,2014
14103,0.0,2014
14104,78981.56,2014
14105,6069.14,2014
14106,746.79,2014
14107,24754.77,2014
14108,41681.18,2014
14109,652.1,2014
14110,1305.91,2014
14111,0.0,2014
14112,32024.7,2014
14113,31752.3,2014
14114,1714672.88,2014
14115,137015.1,2014
14116,12323.8,2014
14117,12584.32,2014
14118,224183.69,2014
14119,0.0,2014
14120,2019.2,2014
14121,10096.0,2014
14122,358586.23,2014
14123,180650.44,2014
14124,134262.44,2014
14125,23173.02,2014
14126,45694.12,2014
14127,160404.0,2014
14128,0.0,2014
14129,9160.89,2014
14130,0.0,2014
14131,10125.0,2014
14132,4119.9,2014
14133,1021.61,2014
14134,0.0,2014
14135,22888.72,2014
14136,0.0,2014
14137,21062.58,2014
14138,10456.0,2014
14139,62377.3,2014
14140,99221.6,2014
14141,12571.94,2014
14142,150021.47,2014
14143,16564.3,2014
14144,0.0,2014
14145,3069.1,2014
14146,5892.08,2014
14147,0.0,2014
14148,49112.25,2014
14149,5582.5,2014
14150,77406.03,2014
14151,4800.0,2014
14152,0.0,2014
14153,44600.09,2014
14154,0.0,2014
14155,58649.3,2014
14156,0.0,2014
14157,7519.1,2014
14158,0.0,2014
14159,3049.2,2014
14160,0.0,2014
14161,5904.75,2014
14162,0.0,2014
14163,0.0,2014
14164,631192.76,2014
14165,0.0,2014
14166,20579.6,2014
14167,22433.38,2014
14168,6325.49,2014
14169,0.0,2014
14170,16850.0,2014
14171,0.0,2014
14172,0.0,2014
14173,0.0,2014
14174,0.0,2014
14175,14585.2,2014
14176,7249.96,2014
14177,0.0,2014
14178,0.0,2014
14179,378120.0,2014
14180,0.0,2014
14181,37367.49,2014
14182,0.0,2014
14183,22801.59,2014
14184,605.7,2014
14185,399864.33,2014
14186,11214.3,2014
14187,21000.0,2014
14188,2731.1,2014
14189,3555.0,2014
14190,5043.05,2014
14191,47402.36,2014
14192,0.0,2014
14193,15460.0,2014
14194,120707.06,2014
14195,0.0,2014
14196,4541.0,2014
14197,5806.2,2014
14198,12472.88,2014
14199,33497.75,2014
14200,169961.54,2014
14201,21740.0,2014
14202,400.0,2014
14203,167468.91,2014
14204,1629.0,2014
14205,0.0,2014
14206,13026.71,2014
14207,895.47,2014
14208,0.0,2014
14209,9155.05,2014
14210,0.0,2014
14211,0.0,2014
14212,12054.05,2014
14213,0.0,2014
14214,48190.41,2014
14215,1000.0,2014
14216,1821.29,2014
14217,16442.02,2014
14218,3300.0,2014
14219,265141.53,2014
14220,0.0,2014
14221,295592.77,2014
14222,490739.43,2014
14223,0.0,2014
14224,5410.0,2014
14225,6880.85,2014
14226,30400.0,2014
14227,8790.0,2014
14228,89687.98,2014
14229,549696.36,2014
14230,0.0,2014
14231,15553.5,2014
14232,1874.0,2014
14233,378405.0,2014
14234,0.0,2014
14235,294089.82,2014
14236,159826.23,2014
14237,0.0,2014
14238,8791.2,2014
14239,0.0,2014
14240,449.0,2014
14241,44145.0,2014
14242,1239.6,2014
14243,107328.25,2014
14244,48546.55,2014
14245,0.0,2014
14246,0.0,2014
14247,0.0,2014
14248,0.0,2014
14249,13610.2,2014
14250,14965.39,2014
14251,38198.99,2014
14252,260000.0,2014
14253,2330.0,2014
14254,0.0,2014
14255,823.49,2014
14256,345517.19,2014
14257,0.0,2014
14258,34079.3,2014
14259,289313.24,2014
14260,0.0,2014
14261,75642.13,2014
14262,0.0,2014
14263,93059.5,2014
14264,14170.0,2014
14265,59525.17,2014
14266,111060.0,2014
14267,70334.22,2014
14268,12720.51,2014
14269,0.0,2014
14270,25000.0,2014
14271,6692.56,2014
14272,750.0,2014
14273,131576.0,2014
14274,13726.0,2014
14275,130536.9,2014
14276,91602.85,2014
14277,0.0,2014
14278,0.0,2014
14279,0.0,2014
14280,0.0,2014
14281,734235.35,2014
14282,430031.41,2014
14283,2967.5,2014
14284,955863.22,2014
14285,0.0,2014
14286,117902.5,2014
14287,176595.51,2014
14288,94853.01,2014
14289,117.22,2014
14290,0.0,2014
14291,456811.49,2014
14292,688517.28,2014
14293,386131.32,2014
14294,98196.45,2014
14295,94232.43,2014
14296,0.0,2014
14297,15176.0,2014
14298,4040.58,2014
14299,124708.42,2014
14300,11826.0,2014
14301,39550.0,2014
14302,51379.64,2014
14303,124173.93,2014
14304,0.0,2014
14305,196192.05,2014
14306,0.0,2014
14307,9173.49,2014
14308,0.0,2014
14309,0.0,2014
14310,150519.28,2014
14311,204140.0,2014
14312,2210.61,2014
14313,0.0,2014
14314,0.0,2014
14315,0.0,2014
14316,492598.22,2014
14317,1735.46,2014
14318,0.0,2014
14319,391.65,2014
14320,363904.0,2014
14321,113442.86,2014
14322,20837.39,2014
14323,1305.32,2014
14324,0.0,2014
14325,510.8,2014
14326,0.0,2014
14327,154883.94,2014
14328,18367.33,2014
14329,289371.78,2014
14330,0.0,2014
14331,19928.0,2014
14332,0.0,2014
14333,0.0,2014
14334,43200.0,2014
14335,14400.0,2014
14336,25550.0,2014
14337,86040.22,2014
14338,322995.4,2014
14339,786582.17,2014
