,EXERCÍCIO,NOME FUNÇÃO,NOME SUBFUNÇÃO,ORÇAMENTO REALIZADO (R$)
12960,2014,Educação,Assistência hospitalar e ambulatorial,35353.47
12962,2014,Educação,Assistência hospitalar e ambulatorial,659.4
12963,2014,Educação,Assistência hospitalar e ambulatorial,88994.94
12966,2014,Educação,Assistência hospitalar e ambulatorial,77659.03
12970,2014,Educação,Assistência hospitalar e ambulatorial,1427.61
12973,2014,Educação,Assistência hospitalar e ambulatorial,126196.62
12978,2014,Educação,Assistência hospitalar e ambulatorial,5804.75
12980,2014,Educação,Assistência hospitalar e ambulatorial,36951.45
12982,2014,Educação,Assistência hospitalar e ambulatorial,14874.26
12983,2014,Educação,Assistência hospitalar e ambulatorial,103523.92
12985,2014,Educação,Assistência hospitalar e ambulatorial,11620.58
12988,2014,Educação,Assistência hospitalar e ambulatorial,134572.63
12990,2014,Educação,Assistência hospitalar e ambulatorial,233987.41
12991,2014,Educação,Assistência hospitalar e ambulatorial,20371.05
12992,2014,Educação,Assistência hospitalar e ambulatorial,142371.62
12993,2014,Educação,Assistência hospitalar e ambulatorial,70654.99
12997,2014,Educação,Assistência hospitalar e ambulatorial,1846.15
12999,2014,Educação,Assistência hospitalar e ambulatorial,613.94
13001,2014,Educação,Assistência hospitalar e ambulatorial,77611.43
13006,2014,Educação,Assistência hospitalar e ambulatorial,20613.49
13007,2014,Educação,Assistência hospitalar e ambulatorial,77758.8
13009,2014,Educação,Assistência hospitalar e ambulatorial,5191.39
13011,2014,Educação,Assistência hospitalar e ambulatorial,7061.21
13014,2014,Educação,Assistência hospitalar e ambulatorial,54862.43
13016,2014,Educação,Assistência hospitalar e ambulatorial,595.26
13017,2014,Educação,Assistência hospitalar e ambulatorial,14745.37
13018,2014,Educação,Assistência hospitalar e ambulatorial,9390.91
13024,2014,Educação,Assistência hospitalar e ambulatorial,63818.24
13026,2014,Educação,Assistência hospitalar e ambulatorial,222454.1
13028,2014,Educação,Assistência hospitalar e ambulatorial,83274.55
13032,2014,Educação,Assistência hospitalar e ambulatorial,26141.14
13034,2014,Educação,Assistência hospitalar e ambulatorial,68597.26
13036,2014,Educação,Assistência hospitalar e ambulatorial,7570.5
13039,2014,Educação,Assistência hospitalar e ambulatorial,40608.22
13041,2014,Educação,Assistência hospitalar e ambulatorial,1674.66
13044,2014,Educação,Assistência hospitalar e ambulatorial,12921.08
13049,2014,Educação,Assistência hospitalar e ambulatorial,40813.25
13052,2014,Educação,Assistência hospitalar e ambulatorial,43452.16
13053,2014,Educação,Assistência hospitalar e ambulatorial,52964.46
13057,2014,Educação,Assistência hospitalar e ambulatorial,236517.03
13058,2014,Educação,Assistência hospitalar e ambulatorial,52915.52
13060,2014,Educação,Assistência hospitalar e ambulatorial,126654.48
13061,2014,Educação,Assistência hospitalar e ambulatorial,27437.16
13064,2014,Educação,Assistência hospitalar e ambulatorial,65677.17
13069,2014,Educação,Assistência hospitalar e ambulatorial,3277.17
13074,2014,Educação,Assistência hospitalar e ambulatorial,6264.96
13075,2014,Educação,Assistência hospitalar e ambulatorial,249615.48
13076,2014,Educação,Assistência hospitalar e ambulatorial,30589.16
13083,2014,Educação,Assistência hospitalar e ambulatorial,17953.68
13084,2014,Educação,Assistência hospitalar e ambulatorial,8671.09
13085,2014,Educação,Assistência hospitalar e ambulatorial,4632.04
13087,2014,Educação,Assistência hospitalar e ambulatorial,25645.53
13089,2014,Educação,Assistência hospitalar e ambulatorial,3475.88
13090,2014,Educação,Assistência hospitalar e ambulatorial,38209.83
13092,2014,Educação,Assistência hospitalar e ambulatorial,464842.18
13094,2014,Educação,Assistência hospitalar e ambulatorial,7416.22
13095,2014,Educação,Assistência hospitalar e ambulatorial,3130.15
13098,2014,Educação,Assistência hospitalar e ambulatorial,126673.81
13099,2014,Educação,Assistência hospitalar e ambulatorial,43726.88
13101,2014,Educação,Assistência hospitalar e ambulatorial,30380.0
13105,2014,Educação,Assistência hospitalar e ambulatorial,43433.49
13116,2014,Educação,Ensino profissional,8901.91
13117,2014,Educação,Ensino profissional,2137.0
13118,2014,Educação,Ensino profissional,1500.0
13123,2014,Educação,Ensino profissional,16400.0
13124,2014,Educação,Ensino profissional,577.6
13125,2014,Educação,Ensino profissional,168208.74
13126,2014,Educação,Ensino profissional,78800.0
13128,2014,Educação,Ensino profissional,6046.0
13129,2014,Educação,Ensino profissional,11104.0
13133,2014,Educação,Ensino profissional,2690.17
13134,2014,Educação,Ensino profissional,24000.0
13136,2014,Educação,Ensino profissional,38465.0
13137,2014,Educação,Ensino profissional,22038.59
13139,2014,Educação,Ensino profissional,11658.35
13140,2014,Educação,Ensino profissional,5544.0
13141,2014,Educação,Ensino profissional,2849.04
13142,2014,Educação,Ensino profissional,364070.0
13144,2014,Educação,Ensino profissional,142600.0
13146,2014,Educação,Ensino profissional,1701.4
13147,2014,Educação,Ensino profissional,6580.0
13149,2014,Educação,Ensino profissional,961.84
13150,2014,Educação,Ensino profissional,34025.0
13153,2014,Educação,Ensino profissional,3498.77
13154,2014,Educação,Ensino profissional,30000.0
13157,2014,Educação,Ensino profissional,2952.2
13160,2014,Educação,Ensino profissional,17908.0
13162,2014,Educação,Ensino profissional,662.86
13163,2014,Educação,Ensino profissional,13450.69
13164,2014,Educação,Ensino profissional,6964.06
13172,2014,Educação,Ensino profissional,54183.94
13176,2014,Educação,Ensino profissional,3058.7
13178,2014,Educação,Ensino profissional,320.0
13181,2014,Educação,Ensino profissional,4000.0
13184,2014,Educação,Ensino profissional,3969.85
13187,2014,Educação,Ensino profissional,24428.84
13188,2014,Educação,Ensino profissional,15285.49
13190,2014,Educação,Ensino profissional,22062.5
13193,2014,Educação,Ensino profissional,27618.38
13197,2014,Educação,Ensino profissional,8522.27
13200,2014,Educação,Ensino profissional,4479.88
13201,2014,Educação,Ensino profissional,42840.0
13202,2014,Educação,Ensino profissional,1675.53
13206,2014,Educação,Ensino profissional,615.0
13207,2014,Educação,Ensino profissional,12000.0
13208,2014,Educação,Ensino profissional,596.5
13210,2014,Educação,Ensino profissional,13218.0
13211,2014,Educação,Ensino profissional,279.0
13212,2014,Educação,Ensino profissional,6472.71
13214,2014,Educação,Ensino profissional,2352.35
13215,2014,Educação,Ensino profissional,2786.9
13217,2014,Educação,Ensino profissional,25200.0
13218,2014,Educação,Ensino profissional,415.2
13219,2014,Educação,Ensino profissional,690.6
13223,2014,Educação,Ensino profissional,6934.32
13224,2014,Educação,Ensino profissional,1075.0
13226,2014,Educação,Ensino profissional,41980.41
13227,2014,Educação,Ensino profissional,1770.29
13229,2014,Educação,Ensino profissional,6058.39
13230,2014,Educação,Ensino profissional,97815.0
13232,2014,Educação,Ensino profissional,19847.33
13234,2014,Educação,Ensino profissional,971.55
13237,2014,Educação,Ensino profissional,39.3
13241,2014,Educação,Ensino profissional,1041.1
13243,2014,Educação,Ensino profissional,1108.8
13244,2014,Educação,Formação de recursos humanos,14000.0
13246,2014,Educação,Formação de recursos humanos,7430.0
13247,2014,Educação,Formação de recursos humanos,42340.44
13248,2014,Educação,Formação de recursos humanos,130700.0
13249,2014,Educação,Formação de recursos humanos,41646.42
13251,2014,Educação,Formação de recursos humanos,53830.09
13253,2014,Educação,Formação de recursos humanos,3420.0
13254,2014,Educação,Formação de recursos humanos,43913.0
13255,2014,Educação,Formação de recursos humanos,12813.89
13256,2014,Educação,Formação de recursos humanos,26140.0
13257,2014,Educação,Formação de recursos humanos,3612.88
13260,2014,Educação,Formação de recursos humanos,43689.78
13261,2014,Educação,Formação de recursos humanos,11672.84
13262,2014,Educação,Formação de recursos humanos,40000.0
13264,2014,Educação,Formação de recursos humanos,889.66
13265,2014,Educação,Formação de recursos humanos,8145.0
13266,2014,Educação,Formação de recursos humanos,14998.15
13269,2014,Educação,Formação de recursos humanos,14532.26
13270,2014,Educação,Formação de recursos humanos,317387.71
13271,2014,Educação,Formação de recursos humanos,51309.22
13272,2014,Educação,Formação de recursos humanos,46158.3
13273,2014,Educação,Formação de recursos humanos,163123.5
13275,2014,Educação,Formação de recursos humanos,770.6
13277,2014,Educação,Formação de recursos humanos,58067.71
13278,2014,Educação,Formação de recursos humanos,18200.0
13280,2014,Educação,Formação de recursos humanos,2688.4
13281,2014,Educação,Formação de recursos humanos,1160.0
13282,2014,Educação,Formação de recursos humanos,8360.07
13287,2014,Educação,Formação de recursos humanos,4660.0
13290,2014,Educação,Formação de recursos humanos,13515.23
13291,2014,Educação,Formação de recursos humanos,63246.25
13292,2014,Educação,Formação de recursos humanos,1200.0
13293,2014,Educação,Formação de recursos humanos,3000.0
13294,2014,Educação,Formação de recursos humanos,277.68
13296,2014,Educação,Formação de recursos humanos,2761.8
13297,2014,Educação,Formação de recursos humanos,29793.57
13298,2014,Educação,Formação de recursos humanos,42404.0
13299,2014,Educação,Formação de recursos humanos,159660.05
13300,2014,Educação,Formação de recursos humanos,139744.68
13301,2014,Educação,Formação de recursos humanos,54507.35
13303,2014,Educação,Formação de recursos humanos,16704.98
13304,2014,Educação,Formação de recursos humanos,220295.06
13305,2014,Educação,Formação de recursos humanos,8075.8
13306,2014,Educação,Formação de recursos humanos,14607.35
13307,2014,Educação,Formação de recursos humanos,14197.44
13308,2014,Educação,Formação de recursos humanos,3728.96
13309,2014,Educação,Formação de recursos humanos,3328.96
13310,2014,Educação,Formação de recursos humanos,4926.0
13312,2014,Educação,Formação de recursos humanos,567.53
13313,2014,Educação,Formação de recursos humanos,1812.0
13314,2014,Educação,Formação de recursos humanos,429.0
13315,2014,Educação,Formação de recursos humanos,12734.21
13316,2014,Educação,Formação de recursos humanos,535194.66
13317,2014,Educação,Formação de recursos humanos,112164.01
13318,2014,Educação,Formação de recursos humanos,135822.26
13320,2014,Educação,Formação de recursos humanos,5539.2
13321,2014,Educação,Formação de recursos humanos,485871.4
13322,2014,Educação,Formação de recursos humanos,50375.45
13323,2014,Educação,Formação de recursos humanos,92073.53
13324,2014,Educação,Formação de recursos humanos,2400.0
13325,2014,Educação,Formação de recursos humanos,98468.85
13327,2014,Educação,Formação de recursos humanos,5359.0
13328,2014,Educação,Formação de recursos humanos,68604.0
13329,2014,Educação,Formação de recursos humanos,113105.1
13330,2014,Educação,Formação de recursos humanos,128577.87
13331,2014,Educação,Formação de recursos humanos,41261.89
13332,2014,Educação,Formação de recursos humanos,33812.53
13333,2014,Educação,Formação de recursos humanos,15715.51
13334,2014,Educação,Formação de recursos humanos,159.37
13336,2014,Educação,Formação de recursos humanos,33991.57
13337,2014,Educação,Formação de recursos humanos,10646.3
13338,2014,Educação,Formação de recursos humanos,1000.0
13339,2014,Educação,Formação de recursos humanos,23909.0
13340,2014,Educação,Formação de recursos humanos,49165.42
13341,2014,Educação,Formação de recursos humanos,17235.98
13344,2014,Educação,Formação de recursos humanos,174603.27
13345,2014,Educação,Formação de recursos humanos,3291.72
13346,2014,Educação,Formação de recursos humanos,27239.2
13347,2014,Educação,Formação de recursos humanos,5646.2
13349,2014,Educação,Formação de recursos humanos,3714.7
13350,2014,Educação,Formação de recursos humanos,50275.0
13351,2014,Educação,Formação de recursos humanos,720.0
13354,2014,Educação,Formação de recursos humanos,1543.7
13355,2014,Educação,Formação de recursos humanos,60142.27
13357,2014,Educação,Formação de recursos humanos,341874.46
13359,2014,Educação,Formação de recursos humanos,574800.0
13360,2014,Educação,Formação de recursos humanos,28044.0
13362,2014,Educação,Formação de recursos humanos,22001.1
13363,2014,Educação,Formação de recursos humanos,33477.01
13364,2014,Educação,Formação de recursos humanos,26973.57
13365,2014,Educação,Formação de recursos humanos,5413.0
13366,2014,Educação,Formação de recursos humanos,60446.77
13367,2014,Educação,Formação de recursos humanos,3970.0
13368,2014,Educação,Formação de recursos humanos,2548.0
13369,2014,Educação,Formação de recursos humanos,216979.55
13370,2014,Educação,Formação de recursos humanos,24750.65
13371,2014,Educação,Formação de recursos humanos,56000.0
13373,2014,Educação,Formação de recursos humanos,180023.7
13374,2014,Educação,Formação de recursos humanos,1720.0
13375,2014,Educação,Formação de recursos humanos,243265.72
13377,2014,Educação,Formação de recursos humanos,20841.48
13379,2014,Educação,Formação de recursos humanos,75053.0
13381,2014,Educação,Formação de recursos humanos,828.54
13383,2014,Educação,Formação de recursos humanos,261042.0
13385,2014,Educação,Formação de recursos humanos,72616.12
13386,2014,Educação,Formação de recursos humanos,4710.0
13387,2014,Educação,Formação de recursos humanos,2593.5
13388,2014,Educação,Formação de recursos humanos,170535.58
13389,2014,Educação,Formação de recursos humanos,123177.51
13390,2014,Educação,Formação de recursos humanos,31065.0
13391,2014,Educação,Formação de recursos humanos,56903.74
13392,2014,Educação,Formação de recursos humanos,2585.0
13393,2014,Educação,Formação de recursos humanos,2556.56
13394,2014,Educação,Formação de recursos humanos,34321.0
13395,2014,Educação,Formação de recursos humanos,369193.96
13396,2014,Educação,Formação de recursos humanos,268.33
13397,2014,Educação,Formação de recursos humanos,245259.78
13398,2014,Educação,Formação de recursos humanos,11982.0
13399,2014,Educação,Formação de recursos humanos,150066.14
13400,2014,Educação,Formação de recursos humanos,35189.48
13401,2014,Educação,Formação de recursos humanos,867.0
13402,2014,Educação,Formação de recursos humanos,78051.15
13403,2014,Educação,Formação de recursos humanos,32599.86
13404,2014,Educação,Formação de recursos humanos,13746.32
13405,2014,Educação,Formação de recursos humanos,63813.54
13406,2014,Educação,Formação de recursos humanos,648.85
13407,2014,Educação,Formação de recursos humanos,156889.45
13408,2014,Educação,Formação de recursos humanos,1000.0
13410,2014,Educação,Formação de recursos humanos,36661.87
13411,2014,Educação,Formação de recursos humanos,69251.92
13412,2014,Educação,Formação de recursos humanos,150005.04
13414,2014,Educação,Formação de recursos humanos,1200.0
13415,2014,Educação,Formação de recursos humanos,238052.23
13416,2014,Educação,Formação de recursos humanos,226011.57
13418,2014,Educação,Formação de recursos humanos,7326.0
13419,2014,Educação,Formação de recursos humanos,2263.8
13420,2014,Educação,Formação de recursos humanos,33821.2
13421,2014,Educação,Formação de recursos humanos,280216.26
13422,2014,Educação,Formação de recursos humanos,59488.1
13424,2014,Educação,Formação de recursos humanos,7410.0
13425,2014,Educação,Formação de recursos humanos,10149.14
13427,2014,Educação,Formação de recursos humanos,1471.95
13429,2014,Educação,Formação de recursos humanos,4669.0
13430,2014,Educação,Formação de recursos humanos,2375.0
13431,2014,Educação,Formação de recursos humanos,46222.29
13433,2014,Educação,Formação de recursos humanos,3437.1
13435,2014,Educação,Formação de recursos humanos,76363.2
13436,2014,Educação,Formação de recursos humanos,21063.72
13437,2014,Educação,Formação de recursos humanos,76802.91
13438,2014,Educação,Formação de recursos humanos,1750.0
13440,2014,Educação,Formação de recursos humanos,122522.0
13442,2014,Educação,Formação de recursos humanos,88566.55
13443,2014,Educação,Formação de recursos humanos,5580.0
13444,2014,Educação,Formação de recursos humanos,29069.6
13445,2014,Educação,Formação de recursos humanos,104744.0
13446,2014,Educação,Formação de recursos humanos,110540.71
13447,2014,Educação,Formação de recursos humanos,532705.31
13448,2014,Educação,Formação de recursos humanos,4294.0
13449,2014,Educação,Formação de recursos humanos,182879.31
13450,2014,Educação,Formação de recursos humanos,29582.89
13455,2014,Educação,Formação de recursos humanos,313461.52
13456,2014,Educação,Formação de recursos humanos,400.0
13457,2014,Educação,Formação de recursos humanos,23951.98
13459,2014,Educação,Formação de recursos humanos,264056.13
13460,2014,Educação,Formação de recursos humanos,15837.0
13461,2014,Educação,Formação de recursos humanos,87839.11
13463,2014,Educação,Formação de recursos humanos,42666.0
13464,2014,Educação,Formação de recursos humanos,750.0
13465,2014,Educação,Formação de recursos humanos,6911.92
13467,2014,Educação,Formação de recursos humanos,53044.73
13468,2014,Educação,Formação de recursos humanos,38231.63
13470,2014,Educação,Formação de recursos humanos,5264.8
13472,2014,Educação,Formação de recursos humanos,299300.0
13473,2014,Educação,Formação de recursos humanos,395.0
13476,2014,Educação,Formação de recursos humanos,362400.0
13478,2014,Educação,Formação de recursos humanos,138616.04
13479,2014,Educação,Formação de recursos humanos,233.88
13480,2014,Educação,Formação de recursos humanos,91967.71
13481,2014,Educação,Formação de recursos humanos,8926.0
13482,2014,Educação,Formação de recursos humanos,3114.06
13483,2014,Educação,Formação de recursos humanos,19103.2
13484,2014,Educação,Formação de recursos humanos,10628.53
13485,2014,Educação,Formação de recursos humanos,70200.0
13487,2014,Educação,Formação de recursos humanos,15664.75
13488,2014,Educação,Formação de recursos humanos,30610.0
13490,2014,Educação,Formação de recursos humanos,4040.65
13491,2014,Educação,Formação de recursos humanos,84235.14
13493,2014,Educação,Formação de recursos humanos,6665.98
13494,2014,Educação,Formação de recursos humanos,4864.0
13495,2014,Educação,Formação de recursos humanos,13153.0
13496,2014,Educação,Formação de recursos humanos,33227.28
13498,2014,Educação,Formação de recursos humanos,56963.07
13499,2014,Educação,Formação de recursos humanos,300044.3
13501,2014,Educação,Formação de recursos humanos,4000.0
13502,2014,Educação,Formação de recursos humanos,13000.0
13503,2014,Educação,Formação de recursos humanos,5140.0
13504,2014,Educação,Formação de recursos humanos,208750.14
13505,2014,Educação,Formação de recursos humanos,134640.57
13506,2014,Educação,Formação de recursos humanos,1802.8
13508,2014,Educação,Formação de recursos humanos,171725.18
13509,2014,Educação,Formação de recursos humanos,3550.0
13511,2014,Educação,Formação de recursos humanos,96721.75
13512,2014,Educação,Formação de recursos humanos,29247.69
13514,2014,Educação,Formação de recursos humanos,22000.0
13515,2014,Educação,Formação de recursos humanos,26534.18
13516,2014,Educação,Formação de recursos humanos,13137.15
13518,2014,Educação,Formação de recursos humanos,41816.21
13519,2014,Educação,Formação de recursos humanos,37027.14
13520,2014,Educação,Formação de recursos humanos,1328.0
13521,2014,Educação,Formação de recursos humanos,33128.61
13524,2014,Educação,Formação de recursos humanos,125981.08
13526,2014,Educação,Formação de recursos humanos,6248.44
13528,2014,Educação,Formação de recursos humanos,8292.0
13529,2014,Educação,Formação de recursos humanos,244413.36
13530,2014,Educação,Formação de recursos humanos,177951.0
13532,2014,Educação,Formação de recursos humanos,8301.77
13534,2014,Educação,Formação de recursos humanos,155386.89
13536,2014,Educação,Formação de recursos humanos,5473.8
13537,2014,Educação,Formação de recursos humanos,13305.0
13539,2014,Educação,Formação de recursos humanos,66480.93
13540,2014,Educação,Formação de recursos humanos,235723.17
13541,2014,Educação,Formação de recursos humanos,7614.0
13542,2014,Educação,Formação de recursos humanos,1323.87
13543,2014,Educação,Formação de recursos humanos,31085.45
13544,2014,Educação,Formação de recursos humanos,188006.67
13545,2014,Educação,Formação de recursos humanos,1750.0
13546,2014,Educação,Formação de recursos humanos,95819.76
13547,2014,Educação,Formação de recursos humanos,283800.0
13549,2014,Educação,Formação de recursos humanos,142144.0
13551,2014,Educação,Formação de recursos humanos,113237.3
13552,2014,Educação,Formação de recursos humanos,40394.2
13555,2014,Educação,Formação de recursos humanos,97054.7
13557,2014,Educação,Formação de recursos humanos,5660.0
13560,2014,Educação,Formação de recursos humanos,271226.0
13561,2014,Educação,Formação de recursos humanos,10777.0
13562,2014,Educação,Formação de recursos humanos,27485.0
13563,2014,Educação,Formação de recursos humanos,5246.3
13564,2014,Educação,Formação de recursos humanos,115555.7
13565,2014,Educação,Formação de recursos humanos,25826.29
13567,2014,Educação,Formação de recursos humanos,7103.06
13568,2014,Educação,Formação de recursos humanos,2599.6
13569,2014,Educação,Formação de recursos humanos,32079.8
13573,2014,Educação,Formação de recursos humanos,8615.92
13574,2014,Educação,Formação de recursos humanos,35040.67
13575,2014,Educação,Formação de recursos humanos,34140.0
13576,2014,Educação,Formação de recursos humanos,268217.4
13577,2014,Educação,Formação de recursos humanos,3514.78
13578,2014,Educação,Formação de recursos humanos,5960.0
13579,2014,Educação,Formação de recursos humanos,12287.61
13580,2014,Educação,Formação de recursos humanos,545.0
13581,2014,Educação,Formação de recursos humanos,12260.0
13582,2014,Educação,Formação de recursos humanos,2500.0
13583,2014,Educação,Formação de recursos humanos,16355.61
13584,2014,Educação,Formação de recursos humanos,5452.0
13585,2014,Educação,Formação de recursos humanos,30709.93
13587,2014,Educação,Formação de recursos humanos,30236.19
13588,2014,Educação,Formação de recursos humanos,18791.16
13589,2014,Educação,Formação de recursos humanos,5170.0
13590,2014,Educação,Formação de recursos humanos,297068.0
13592,2014,Educação,Formação de recursos humanos,60578.2
13594,2014,Educação,Formação de recursos humanos,76608.66
13595,2014,Educação,Formação de recursos humanos,57859.31
13596,2014,Educação,Formação de recursos humanos,850.0
13597,2014,Educação,Formação de recursos humanos,4740.4
13598,2014,Educação,Formação de recursos humanos,95388.39
13600,2014,Educação,Formação de recursos humanos,41671.71
13601,2014,Educação,Formação de recursos humanos,11670.0
13602,2014,Educação,Formação de recursos humanos,33437.59
13603,2014,Educação,Formação de recursos humanos,7920.0
13605,2014,Educação,Formação de recursos humanos,382682.42
13606,2014,Educação,Formação de recursos humanos,408992.35
13607,2014,Educação,Formação de recursos humanos,315.0
13609,2014,Educação,Formação de recursos humanos,156709.05
13613,2014,Educação,Formação de recursos humanos,83.06
13614,2014,Educação,Formação de recursos humanos,4974.88
13615,2014,Educação,Formação de recursos humanos,60991.36
13616,2014,Educação,Formação de recursos humanos,2930.4
13617,2014,Educação,Formação de recursos humanos,21683.4
13619,2014,Educação,Formação de recursos humanos,64092.0
13620,2014,Educação,Formação de recursos humanos,600.0
13623,2014,Educação,Formação de recursos humanos,300.0
13624,2014,Educação,Formação de recursos humanos,45161.42
13625,2014,Educação,Formação de recursos humanos,34451.3
13627,2014,Educação,Formação de recursos humanos,21999.0
13628,2014,Educação,Formação de recursos humanos,7500.0
13630,2014,Educação,Formação de recursos humanos,6457.4
13631,2014,Educação,Formação de recursos humanos,8069.65
13632,2014,Educação,Formação de recursos humanos,406.2
13634,2014,Educação,Formação de recursos humanos,10556.22
13636,2014,Educação,Formação de recursos humanos,96818.2
13637,2014,Educação,Formação de recursos humanos,261196.61
13638,2014,Educação,Formação de recursos humanos,143090.0
13639,2014,Educação,Formação de recursos humanos,38696.38
13640,2014,Educação,Formação de recursos humanos,30504.24
13641,2014,Educação,Formação de recursos humanos,7839.57
13642,2014,Educação,Formação de recursos humanos,65509.02
13644,2014,Educação,Formação de recursos humanos,87566.3
13645,2014,Educação,Formação de recursos humanos,1793.0
13646,2014,Educação,Formação de recursos humanos,40916.88
13647,2014,Educação,Formação de recursos humanos,126606.17
13648,2014,Educação,Formação de recursos humanos,216267.11
13650,2014,Educação,Formação de recursos humanos,7949.59
13651,2014,Educação,Formação de recursos humanos,1350.0
13652,2014,Educação,Formação de recursos humanos,152446.86
13653,2014,Educação,Formação de recursos humanos,149079.0
13654,2014,Educação,Formação de recursos humanos,111649.19
13655,2014,Educação,Formação de recursos humanos,251474.03
13656,2014,Educação,Formação de recursos humanos,68811.0
13657,2014,Educação,Formação de recursos humanos,2172.23
13658,2014,Educação,Formação de recursos humanos,5796.45
13660,2014,Educação,Formação de recursos humanos,5965.0
13661,2014,Educação,Formação de recursos humanos,7500.0
13663,2014,Educação,Formação de recursos humanos,225298.17
13664,2014,Educação,Formação de recursos humanos,6295.88
13665,2014,Educação,Formação de recursos humanos,358.0
13666,2014,Educação,Formação de recursos humanos,162297.22
13667,2014,Educação,Formação de recursos humanos,488494.52
13670,2014,Educação,Formação de recursos humanos,335882.73
13671,2014,Educação,Formação de recursos humanos,32240.0
13674,2014,Educação,Formação de recursos humanos,65498.43
13675,2014,Educação,Formação de recursos humanos,115831.02
13676,2014,Educação,Formação de recursos humanos,8656.0
13677,2014,Educação,Formação de recursos humanos,316232.31
13678,2014,Educação,Formação de recursos humanos,22000.0
13680,2014,Educação,Formação de recursos humanos,115050.8
13681,2014,Educação,Formação de recursos humanos,17470.0
13683,2014,Educação,Formação de recursos humanos,62964.14
13684,2014,Educação,Formação de recursos humanos,21702.0
13685,2014,Educação,Formação de recursos humanos,3232.0
13686,2014,Educação,Formação de recursos humanos,20116.53
13687,2014,Educação,Formação de recursos humanos,246464.64
13688,2014,Educação,Formação de recursos humanos,6323.15
13690,2014,Educação,Formação de recursos humanos,2900.0
13691,2014,Educação,Formação de recursos humanos,499243.93
13692,2014,Educação,Formação de recursos humanos,81.24
13693,2014,Educação,Formação de recursos humanos,59180.34
13694,2014,Educação,Formação de recursos humanos,58964.0
13695,2014,Educação,Formação de recursos humanos,1484.26
13696,2014,Educação,Formação de recursos humanos,5174.36
13697,2014,Educação,Formação de recursos humanos,3170.18
13698,2014,Educação,Formação de recursos humanos,2500.0
13699,2014,Educação,Formação de recursos humanos,39608.46
13701,2014,Educação,Formação de recursos humanos,59218.9
13706,2014,Educação,Formação de recursos humanos,500.0
13708,2014,Educação,Formação de recursos humanos,1600.0
13709,2014,Educação,Formação de recursos humanos,27090.0
13710,2014,Educação,Formação de recursos humanos,44276.0
13712,2014,Educação,Formação de recursos humanos,513262.55
13713,2014,Educação,Formação de recursos humanos,69709.08
13715,2014,Educação,Formação de recursos humanos,5045.0
13719,2014,Educação,Formação de recursos humanos,5028.75
13720,2014,Educação,Formação de recursos humanos,21896.25
13721,2014,Educação,Formação de recursos humanos,8498.36
13722,2014,Educação,Formação de recursos humanos,189975.0
13724,2014,Educação,Formação de recursos humanos,1668.98
13725,2014,Educação,Formação de recursos humanos,76351.65
13726,2014,Educação,Formação de recursos humanos,316459.82
13727,2014,Educação,Formação de recursos humanos,199819.27
13728,2014,Educação,Formação de recursos humanos,1379.64
13729,2014,Educação,Formação de recursos humanos,592851.57
13730,2014,Educação,Formação de recursos humanos,5850.0
13734,2014,Educação,Formação de recursos humanos,7161.93
13737,2014,Educação,Formação de recursos humanos,4450.0
13739,2014,Educação,Formação de recursos humanos,166581.1
13740,2014,Educação,Formação de recursos humanos,23469.22
13742,2014,Educação,Formação de recursos humanos,796.93
13743,2014,Educação,Formação de recursos humanos,75000.0
13744,2014,Educação,Formação de recursos humanos,8110.0
13745,2014,Educação,Formação de recursos humanos,34785.17
13746,2014,Educação,Formação de recursos humanos,48543.4
13747,2014,Educação,Formação de recursos humanos,38119.11
13749,2014,Educação,Formação de recursos humanos,146444.54
13750,2014,Educação,Formação de recursos humanos,600.0
13751,2014,Educação,Formação de recursos humanos,3218.0
13752,2014,Educação,Formação de recursos humanos,335000.22
13753,2014,Educação,Formação de recursos humanos,147.78
13755,2014,Educação,Formação de recursos humanos,1120.0
13756,2014,Educação,Formação de recursos humanos,326300.0
13758,2014,Educação,Formação de recursos humanos,159641.27
13759,2014,Educação,Formação de recursos humanos,83029.97
13760,2014,Educação,Formação de recursos humanos,271387.71
13762,2014,Educação,Formação de recursos humanos,1457.72
13763,2014,Educação,Formação de recursos humanos,303637.58
13764,2014,Educação,Formação de recursos humanos,6163.92
13765,2014,Educação,Formação de recursos humanos,160279.96
13766,2014,Educação,Formação de recursos humanos,94012.07
13768,2014,Educação,Formação de recursos humanos,109293.94
13769,2014,Educação,Formação de recursos humanos,839.47
13770,2014,Educação,Formação de recursos humanos,3568.0
13771,2014,Educação,Formação de recursos humanos,71037.7
13772,2014,Educação,Formação de recursos humanos,395.0
13774,2014,Educação,Formação de recursos humanos,83366.05
13775,2014,Educação,Formação de recursos humanos,17166.0
13776,2014,Educação,Formação de recursos humanos,70672.31
13777,2014,Educação,Formação de recursos humanos,329060.32
13778,2014,Educação,Formação de recursos humanos,34864.83
13779,2014,Educação,Formação de recursos humanos,132482.35
13781,2014,Educação,Formação de recursos humanos,5534.0
13782,2014,Educação,Formação de recursos humanos,1460.0
13783,2014,Educação,Formação de recursos humanos,178170.97
13786,2014,Educação,Formação de recursos humanos,53268.39
13787,2014,Educação,Formação de recursos humanos,77489.69
13789,2014,Educação,Formação de recursos humanos,136329.52
13790,2014,Educação,Formação de recursos humanos,187350.0
13792,2014,Educação,Formação de recursos humanos,53920.0
13794,2014,Educação,Formação de recursos humanos,74705.36
