,EXERCÍCIO,NOME FUNÇÃO,NOME SUBFUNÇÃO,ORÇAMENTO REALIZADO (R$)
91815,2017,Educação,Ensino superior,127897.37
91817,2017,Educação,Ensino superior,532867.74
91818,2017,Educação,Ensino superior,10000.0
91819,2017,Educação,Ensino superior,64716.9
91822,2017,Educação,Ensino superior,806.95
91823,2017,Educação,Ensino superior,313373.04
91826,2017,Educação,Ensino superior,504212.06
91828,2017,Educação,Ensino superior,201737.18
91829,2017,Educação,Ensino superior,10939.28
91831,2017,Educação,Ensino superior,12837.72
91832,2017,Educação,Ensino superior,5749.2
91834,2017,Educação,Ensino superior,516237.12
91838,2017,Educação,Ensino superior,36607.83
91839,2017,Educação,Ensino superior,486179.22
91840,2017,Educação,Ensino superior,404298.56
91842,2017,Educação,Ensino superior,567906.51
91843,2017,Educação,Ensino superior,588335.36
91849,2017,Educação,Ensino superior,13334.25
91850,2017,Educação,Ensino superior,6491.66
91852,2017,Educação,Ensino superior,50103.07
91855,2017,Educação,Ensino superior,297279.48
91856,2017,Educação,Ensino superior,186850.88
91858,2017,Educação,Ensino superior,295788.73
91859,2017,Educação,Ensino superior,840.0
91860,2017,Educação,Ensino superior,1320.0
91861,2017,Educação,Ensino superior,60749.57
91864,2017,Educação,Ensino superior,5133.0
91866,2017,Educação,Ensino superior,49247.88
91867,2017,Educação,Ensino superior,239991.8
91868,2017,Educação,Ensino superior,150000.0
91870,2017,Educação,Ensino superior,413553.56
91871,2017,Educação,Ensino superior,4958.3
91872,2017,Educação,Ensino superior,493653.32
91875,2017,Educação,Ensino superior,2903.12
91878,2017,Educação,Ensino superior,222907.99
91879,2017,Educação,Ensino superior,56416.65
91881,2017,Educação,Ensino superior,324.17
91882,2017,Educação,Ensino superior,21089.28
91883,2017,Educação,Ensino superior,104.0
91884,2017,Educação,Ensino superior,116023.16
91885,2017,Educação,Ensino superior,41679.66
91886,2017,Educação,Ensino superior,186354.49
91888,2017,Educação,Ensino superior,560053.27
91889,2017,Educação,Ensino superior,16848.17
91892,2017,Educação,Ensino superior,74826.67
91894,2017,Educação,Ensino superior,27528.36
91895,2017,Educação,Ensino superior,30233.43
91896,2017,Educação,Ensino superior,23020.0
91897,2017,Educação,Ensino superior,7992.04
91900,2017,Educação,Ensino superior,1975.0
91901,2017,Educação,Ensino superior,3714.22
91902,2017,Educação,Ensino superior,259489.0
91904,2017,Educação,Ensino superior,425668.31
91905,2017,Educação,Ensino superior,10000.0
91907,2017,Educação,Ensino superior,580486.34
91908,2017,Educação,Ensino superior,31544.8
91910,2017,Educação,Ensino superior,46283.49
91911,2017,Educação,Ensino superior,335277.09
91913,2017,Educação,Ensino superior,292053.66
91914,2017,Educação,Ensino superior,123749.7
91917,2017,Educação,Ensino superior,440377.87
91923,2017,Educação,Ensino superior,358629.96
91927,2017,Educação,Ensino superior,20661.24
91928,2017,Educação,Ensino superior,10190.0
91929,2017,Educação,Ensino superior,1290.0
91932,2017,Educação,Ensino superior,372200.0
91933,2017,Educação,Ensino superior,111277.47
91934,2017,Educação,Ensino superior,5048.0
91938,2017,Educação,Ensino superior,36654.8
91939,2017,Educação,Ensino superior,10107.99
91940,2017,Educação,Ensino superior,8184.36
91942,2017,Educação,Ensino superior,6500.0
91943,2017,Educação,Ensino superior,243038.8
91944,2017,Educação,Ensino superior,2186.52
91946,2017,Educação,Ensino superior,10877.46
91948,2017,Educação,Ensino superior,484471.77
91950,2017,Educação,Ensino superior,386880.8
91951,2017,Educação,Ensino superior,108782.01
91954,2017,Educação,Ensino superior,242168.16
91955,2017,Educação,Ensino superior,176692.28
91958,2017,Educação,Ensino superior,14127.77
91959,2017,Educação,Ensino superior,3347.91
91960,2017,Educação,Ensino superior,18902.42
91961,2017,Educação,Ensino superior,3194.0
91964,2017,Educação,Ensino superior,95872.31
91965,2017,Educação,Ensino superior,73400.0
91969,2017,Educação,Ensino superior,588706.6
91970,2017,Educação,Ensino superior,3744.9
91971,2017,Educação,Ensino superior,265441.02
91972,2017,Educação,Ensino superior,79827.5
91973,2017,Educação,Ensino superior,315544.98
91974,2017,Educação,Ensino superior,546127.06
91975,2017,Educação,Ensino superior,90548.58
91979,2017,Educação,Ensino superior,117852.84
91980,2017,Educação,Ensino superior,7632.24
91982,2017,Educação,Ensino superior,125.35
91984,2017,Educação,Ensino superior,3240.0
91986,2017,Educação,Ensino superior,405219.5
91987,2017,Educação,Ensino superior,19275.18
91988,2017,Educação,Ensino superior,52280.75
91989,2017,Educação,Ensino superior,2289.93
91991,2017,Educação,Ensino superior,74384.71
91992,2017,Educação,Ensino superior,231313.63
91994,2017,Educação,Ensino superior,83833.41
91996,2017,Educação,Ensino superior,179733.23
91997,2017,Educação,Ensino superior,14223.67
92001,2017,Educação,Ensino superior,46437.88
92002,2017,Educação,Ensino superior,52000.0
92004,2017,Educação,Ensino superior,569798.62
92005,2017,Educação,Ensino superior,31709.99
92009,2017,Educação,Ensino superior,486127.85
92010,2017,Educação,Ensino superior,19054.12
92011,2017,Educação,Ensino superior,84324.11
92014,2017,Educação,Ensino superior,484660.3
92015,2017,Educação,Ensino superior,79100.0
92018,2017,Educação,Ensino superior,98097.64
92019,2017,Educação,Ensino superior,15692.96
92020,2017,Educação,Ensino superior,3300.0
92027,2017,Educação,Ensino superior,8999.77
92028,2017,Educação,Ensino superior,24730.2
92030,2017,Educação,Ensino superior,4337.45
92031,2017,Educação,Ensino superior,107289.38
92032,2017,Educação,Ensino superior,60773.71
92035,2017,Educação,Ensino superior,268928.29
92036,2017,Educação,Ensino superior,437.39
92037,2017,Educação,Ensino superior,21843.2
92038,2017,Educação,Ensino superior,6482.75
92039,2017,Educação,Ensino superior,11725.27
92040,2017,Educação,Ensino superior,26168.12
92041,2017,Educação,Ensino superior,203128.58
92042,2017,Educação,Ensino superior,192209.9
92043,2017,Educação,Ensino superior,508684.0
92045,2017,Educação,Ensino superior,276078.46
92046,2017,Educação,Ensino superior,22118.0
92048,2017,Educação,Ensino superior,52031.25
92050,2017,Educação,Ensino superior,9806.34
92051,2017,Educação,Ensino superior,39234.36
92052,2017,Educação,Ensino superior,145123.96
92053,2017,Educação,Ensino superior,380.0
92055,2017,Educação,Ensino superior,29845.8
92059,2017,Educação,Ensino superior,95168.86
92061,2017,Educação,Ensino superior,25926.21
92062,2017,Educação,Ensino superior,335892.16
92063,2017,Educação,Ensino superior,581520.68
92066,2017,Educação,Ensino superior,3600.0
92067,2017,Educação,Ensino superior,1563.0
92068,2017,Educação,Ensino superior,11094.15
92069,2017,Educação,Ensino superior,420340.97
92071,2017,Educação,Ensino superior,541780.7
92072,2017,Educação,Ensino superior,512.62
92074,2017,Educação,Ensino superior,4778.09
92075,2017,Educação,Ensino superior,16185.58
92076,2017,Educação,Ensino superior,19117.4
92077,2017,Educação,Ensino superior,407447.54
92078,2017,Educação,Ensino superior,292892.63
92079,2017,Educação,Ensino superior,17424.54
92080,2017,Educação,Ensino superior,2000.0
92081,2017,Educação,Ensino superior,386653.45
92082,2017,Educação,Ensino superior,156322.62
92086,2017,Educação,Ensino superior,223383.71
92088,2017,Educação,Ensino superior,209967.01
92089,2017,Educação,Ensino superior,316612.4
92093,2017,Educação,Ensino superior,263464.84
92094,2017,Educação,Ensino superior,61965.78
92095,2017,Educação,Ensino superior,7284.97
92096,2017,Educação,Ensino superior,332292.95
92099,2017,Educação,Ensino superior,267352.81
92101,2017,Educação,Ensino superior,68187.0
92102,2017,Educação,Ensino superior,9500.0
92105,2017,Educação,Ensino superior,59749.99
92106,2017,Educação,Ensino superior,64354.24
92108,2017,Educação,Ensino superior,145.23
92109,2017,Educação,Ensino superior,2000.0
92110,2017,Educação,Ensino superior,22825.81
92112,2017,Educação,Ensino superior,197.72
92113,2017,Educação,Ensino superior,43793.84
92115,2017,Educação,Ensino superior,435449.0
92116,2017,Educação,Ensino superior,2539.96
92117,2017,Educação,Ensino superior,310609.47
92119,2017,Educação,Ensino superior,194828.61
92120,2017,Educação,Ensino superior,502634.55
92121,2017,Educação,Ensino superior,7500.0
92123,2017,Educação,Ensino superior,8160.0
92124,2017,Educação,Ensino superior,171148.58
92128,2017,Educação,Ensino superior,1007.76
92129,2017,Educação,Ensino superior,395834.8
92130,2017,Educação,Ensino superior,5366.44
92131,2017,Educação,Ensino superior,22099.98
92132,2017,Educação,Ensino superior,11396.73
92141,2017,Educação,Ensino superior,584251.05
92142,2017,Educação,Ensino superior,31860.0
92144,2017,Educação,Ensino superior,206114.75
92150,2017,Educação,Ensino superior,224674.8
92151,2017,Educação,Ensino superior,193002.18
92155,2017,Educação,Ensino superior,85885.0
92158,2017,Educação,Ensino superior,9443.79
92162,2017,Educação,Ensino superior,19802.4
92165,2017,Educação,Ensino superior,290185.71
92166,2017,Educação,Ensino superior,30182.25
92176,2017,Educação,Ensino superior,149725.19
92178,2017,Educação,Ensino superior,131181.27
92179,2017,Educação,Ensino superior,270231.37
92180,2017,Educação,Ensino superior,13506.95
92181,2017,Educação,Ensino superior,211757.05
92185,2017,Educação,Ensino superior,42936.39
92187,2017,Educação,Ensino superior,120693.95
92191,2017,Educação,Ensino superior,374804.73
92192,2017,Educação,Ensino superior,181304.45
92195,2017,Educação,Ensino superior,5288.0
92196,2017,Educação,Ensino superior,255783.24
92197,2017,Educação,Ensino superior,1485.0
92199,2017,Educação,Ensino superior,171651.49
92200,2017,Educação,Ensino superior,315478.71
92205,2017,Educação,Ensino superior,40039.52
92206,2017,Educação,Ensino superior,50763.96
92209,2017,Educação,Ensino superior,433058.01
92211,2017,Educação,Ensino superior,38250.0
92217,2017,Educação,Ensino superior,14916.38
92218,2017,Educação,Ensino superior,550.0
92221,2017,Educação,Ensino superior,18898.88
92222,2017,Educação,Ensino superior,450.0
92224,2017,Educação,Ensino superior,1299.56
92225,2017,Educação,Ensino superior,330141.24
92226,2017,Educação,Ensino superior,183220.86
92227,2017,Educação,Ensino superior,309503.64
92230,2017,Educação,Ensino superior,101926.66
92232,2017,Educação,Ensino superior,356002.05
92234,2017,Educação,Ensino superior,204982.75
92235,2017,Educação,Ensino superior,1299.56
92237,2017,Educação,Ensino superior,56187.49
92238,2017,Educação,Ensino superior,3756.0
92239,2017,Educação,Ensino superior,34747.5
92241,2017,Educação,Ensino superior,232908.23
92243,2017,Educação,Ensino superior,21925.4
92244,2017,Educação,Ensino superior,72719.72
92246,2017,Educação,Ensino superior,9920.07
92248,2017,Educação,Ensino superior,40632.61
92251,2017,Educação,Ensino superior,98264.99
92252,2017,Educação,Ensino superior,19059.23
92255,2017,Educação,Ensino superior,4232.68
92256,2017,Educação,Ensino superior,586033.98
92259,2017,Educação,Ensino superior,9882.36
92261,2017,Educação,Ensino superior,4496.0
92262,2017,Educação,Ensino superior,104385.82
92267,2017,Educação,Ensino superior,92380.37
92268,2017,Educação,Ensino superior,36634.73
92269,2017,Educação,Ensino superior,232383.1
92271,2017,Educação,Ensino superior,122664.87
92272,2017,Educação,Ensino superior,45650.0
92278,2017,Educação,Ensino superior,598900.0
92280,2017,Educação,Ensino superior,174777.43
92283,2017,Educação,Ensino superior,45607.03
92284,2017,Educação,Ensino superior,148660.47
92285,2017,Educação,Ensino superior,1780.57
92291,2017,Educação,Ensino superior,21299.0
92292,2017,Educação,Ensino superior,20155.0
92296,2017,Educação,Ensino superior,89373.84
92298,2017,Educação,Ensino superior,8744.88
92302,2017,Educação,Ensino superior,296164.74
92303,2017,Educação,Ensino superior,544705.73
92304,2017,Educação,Ensino superior,1750.89
92306,2017,Educação,Ensino superior,8000.0
92308,2017,Educação,Ensino superior,10.0
92309,2017,Educação,Ensino superior,589.99
92310,2017,Educação,Ensino superior,521259.51
92316,2017,Educação,Ensino superior,37698.12
92317,2017,Educação,Ensino superior,257601.03
92318,2017,Educação,Ensino superior,70858.83
92321,2017,Educação,Ensino superior,106370.27
92322,2017,Educação,Ensino superior,193473.0
92324,2017,Educação,Ensino superior,23862.47
92325,2017,Educação,Ensino superior,71486.24
92326,2017,Educação,Ensino superior,330933.59
92329,2017,Educação,Ensino superior,132606.08
92336,2017,Educação,Ensino superior,492538.31
92337,2017,Educação,Ensino superior,51132.86
92339,2017,Educação,Ensino superior,548576.16
92340,2017,Educação,Ensino superior,151418.54
92341,2017,Educação,Ensino superior,564.0
92343,2017,Educação,Ensino superior,546752.46
92344,2017,Educação,Ensino superior,25759.29
92347,2017,Educação,Ensino superior,112700.0
92353,2017,Educação,Ensino superior,3097.23
92354,2017,Educação,Ensino superior,527940.88
92356,2017,Educação,Ensino superior,469280.8
92357,2017,Educação,Ensino superior,36400.05
92358,2017,Educação,Ensino superior,1200.0
92359,2017,Educação,Ensino superior,178408.3
92361,2017,Educação,Ensino superior,85673.77
92365,2017,Educação,Ensino superior,219363.35
92366,2017,Educação,Ensino superior,17980.46
92367,2017,Educação,Ensino superior,7007.12
92368,2017,Educação,Ensino superior,21533.27
92371,2017,Educação,Ensino superior,22000.0
92372,2017,Educação,Ensino superior,522517.43
92373,2017,Educação,Ensino superior,596707.67
92374,2017,Educação,Ensino superior,341243.4
92378,2017,Educação,Ensino superior,1460.16
92379,2017,Educação,Ensino superior,6232.6
92384,2017,Educação,Ensino superior,100136.56
92386,2017,Educação,Ensino superior,2119.33
92391,2017,Educação,Ensino superior,195872.2
92392,2017,Educação,Ensino superior,528497.63
92393,2017,Educação,Ensino superior,122336.78
92394,2017,Educação,Ensino superior,149611.84
92396,2017,Educação,Ensino superior,527807.47
92397,2017,Educação,Ensino superior,8355.27
92398,2017,Educação,Ensino superior,124015.0
92400,2017,Educação,Ensino superior,88912.15
92401,2017,Educação,Ensino superior,279989.81
92404,2017,Educação,Ensino superior,4785.71
92407,2017,Educação,Ensino superior,29651.2
92408,2017,Educação,Ensino superior,121481.94
92409,2017,Educação,Ensino superior,10711.19
92410,2017,Educação,Ensino superior,103725.74
92411,2017,Educação,Ensino superior,54578.8
92416,2017,Educação,Ensino superior,72800.0
92418,2017,Educação,Ensino superior,9503.37
92419,2017,Educação,Ensino superior,56285.38
92420,2017,Educação,Ensino superior,500040.75
92423,2017,Educação,Ensino superior,94154.2
92426,2017,Educação,Ensino superior,250665.79
92427,2017,Educação,Ensino superior,278245.91
92429,2017,Educação,Ensino superior,16700.0
92431,2017,Educação,Ensino superior,5348.61
92432,2017,Educação,Ensino superior,5990.0
92433,2017,Educação,Ensino superior,3730.0
92435,2017,Educação,Ensino superior,9.14
92437,2017,Educação,Ensino superior,137.86
92438,2017,Educação,Ensino superior,6848.06
92440,2017,Educação,Ensino superior,8786.69
92442,2017,Educação,Ensino superior,518.0
92446,2017,Educação,Ensino superior,5425.0
92447,2017,Educação,Ensino superior,42215.2
92448,2017,Educação,Ensino superior,224326.21
92450,2017,Educação,Ensino superior,5700.0
92454,2017,Educação,Ensino superior,348092.81
92455,2017,Educação,Ensino superior,344209.81
92456,2017,Educação,Ensino superior,21165.59
92458,2017,Educação,Ensino superior,317060.31
92460,2017,Educação,Ensino superior,160879.66
92461,2017,Educação,Ensino superior,7825.54
92464,2017,Educação,Ensino superior,84574.61
92468,2017,Educação,Ensino superior,122184.39
92469,2017,Educação,Ensino superior,234257.46
92476,2017,Educação,Ensino superior,372838.08
92477,2017,Educação,Ensino superior,178455.91
92479,2017,Educação,Ensino superior,428.27
92482,2017,Educação,Ensino superior,4237.0
92483,2017,Educação,Ensino superior,480182.0
92485,2017,Educação,Ensino superior,308388.88
92487,2017,Educação,Ensino superior,16699.49
92488,2017,Educação,Ensino superior,426.0
92489,2017,Educação,Ensino superior,111344.83
92490,2017,Educação,Ensino superior,134086.81
92491,2017,Educação,Ensino superior,9845.65
92493,2017,Educação,Ensino superior,740.0
92494,2017,Educação,Ensino superior,4200.0
92495,2017,Educação,Ensino superior,5100.32
92497,2017,Educação,Ensino superior,56340.28
92499,2017,Educação,Ensino superior,132872.0
92501,2017,Educação,Ensino superior,210565.16
92502,2017,Educação,Ensino superior,147968.14
92503,2017,Educação,Ensino superior,399971.28
92504,2017,Educação,Ensino superior,169807.33
92507,2017,Educação,Ensino superior,66900.0
92509,2017,Educação,Ensino superior,125367.14
92511,2017,Educação,Ensino superior,42319.61
92512,2017,Educação,Ensino superior,1925.22
92513,2017,Educação,Ensino superior,225761.57
92514,2017,Educação,Ensino superior,130431.87
92517,2017,Educação,Ensino superior,60133.9
92520,2017,Educação,Ensino superior,387599.4
92521,2017,Educação,Ensino superior,161390.74
92523,2017,Educação,Ensino superior,32350.51
92524,2017,Educação,Ensino superior,2493.76
92526,2017,Educação,Ensino superior,118030.24
92530,2017,Educação,Proteção e benefícios ao trabalhador,583841.68
92531,2017,Educação,Ensino superior,127347.13
92539,2017,Educação,Ensino superior,66041.73
92542,2017,Educação,Proteção e benefícios ao trabalhador,28544.41
92543,2017,Educação,Ensino superior,400873.1
92544,2017,Educação,Ensino superior,1440.32
92546,2017,Educação,Proteção e benefícios ao trabalhador,3312.34
92548,2017,Educação,Ensino superior,460560.98
92549,2017,Educação,Ensino superior,353684.68
92551,2017,Educação,Proteção e benefícios ao trabalhador,422688.26
92556,2017,Educação,Ensino superior,322657.08
92561,2017,Educação,Proteção e benefícios ao trabalhador,116249.98
92562,2017,Educação,Ensino superior,189182.28
92563,2017,Educação,Ensino superior,201067.74
92564,2017,Educação,Proteção e benefícios ao trabalhador,5274.0
92565,2017,Educação,Ensino superior,1364.42
92566,2017,Educação,Ensino superior,40866.11
92569,2017,Educação,Proteção e benefícios ao trabalhador,659.25
92571,2017,Educação,Ensino superior,32574.72
92572,2017,Educação,Ensino superior,15369.13
92577,2017,Educação,Ensino superior,298937.78
92582,2017,Educação,Ensino superior,41185.05
92583,2017,Educação,Ensino superior,9521.12
92586,2017,Educação,Ensino superior,14255.59
92587,2017,Educação,Ensino superior,106006.71
92590,2017,Educação,Proteção e benefícios ao trabalhador,25640.82
92591,2017,Educação,Ensino superior,329526.26
92592,2017,Educação,Ensino superior,267046.59
92593,2017,Educação,Ensino superior,426313.12
92597,2017,Educação,Proteção e benefícios ao trabalhador,82282.53
92598,2017,Educação,Proteção e benefícios ao trabalhador,1612.39
92600,2017,Educação,Ensino superior,73607.98
92601,2017,Educação,Ensino superior,114209.62
92602,2017,Educação,Proteção e benefícios ao trabalhador,92421.31
92603,2017,Educação,Ensino superior,341877.17
92605,2017,Educação,Proteção e benefícios ao trabalhador,591.32
92607,2017,Educação,Ensino superior,19307.07
92608,2017,Educação,Proteção e benefícios ao trabalhador,2660.94
92609,2017,Educação,Ensino superior,52311.93
92611,2017,Educação,Ensino superior,543367.71
92616,2017,Educação,Ensino superior,97092.51
92617,2017,Educação,Proteção e benefícios ao trabalhador,51330.73
92626,2017,Educação,Ensino superior,65460.32
92631,2017,Educação,Proteção e benefícios ao trabalhador,1589.01
92632,2017,Educação,Proteção e benefícios ao trabalhador,108206.76
92635,2017,Educação,Proteção e benefícios ao trabalhador,103900.17
92636,2017,Educação,Proteção e benefícios ao trabalhador,6517.2
92637,2017,Educação,Proteção e benefícios ao trabalhador,282684.0
92639,2017,Educação,Ensino superior,361061.56
92642,2017,Educação,Ensino superior,208496.08
92645,2017,Educação,Ensino superior,486708.6
92646,2017,Educação,Ensino superior,47843.12
92649,2017,Educação,Proteção e benefícios ao trabalhador,147377.96
92650,2017,Educação,Proteção e benefícios ao trabalhador,4173.07
92651,2017,Educação,Proteção e benefícios ao trabalhador,2637.0
92653,2017,Educação,Ensino superior,66396.88
92655,2017,Educação,Ensino superior,488980.64
92666,2017,Educação,Proteção e benefícios ao trabalhador,7251.75
92667,2017,Educação,Proteção e benefícios ao trabalhador,23476.06
92669,2017,Educação,Proteção e benefícios ao trabalhador,240948.59
92671,2017,Educação,Proteção e benefícios ao trabalhador,258361.87
92673,2017,Educação,Ensino superior,14840.72
92675,2017,Educação,Proteção e benefícios ao trabalhador,53872.05
92676,2017,Educação,Ensino superior,20022.25
92681,2017,Educação,Ensino superior,264073.52
92682,2017,Educação,Ensino superior,318426.33
92686,2017,Educação,Proteção e benefícios ao trabalhador,7048.37
92694,2017,Educação,Ensino superior,249326.41
92696,2017,Educação,Ensino superior,332069.13
92697,2017,Educação,Ensino superior,16714.55
92698,2017,Educação,Ensino superior,166774.99
92699,2017,Educação,Proteção e benefícios ao trabalhador,138890.33
92702,2017,Educação,Ensino superior,3126.74
92704,2017,Educação,Proteção e benefícios ao trabalhador,914.85
92705,2017,Educação,Ensino superior,7129.02
92706,2017,Educação,Proteção e benefícios ao trabalhador,370702.5
92711,2017,Educação,Proteção e benefícios ao trabalhador,591.32
92712,2017,Educação,Ensino superior,25001.64
92713,2017,Educação,Ensino superior,124201.76
92714,2017,Educação,Proteção e benefícios ao trabalhador,1182.64
92715,2017,Educação,Proteção e benefícios ao trabalhador,133587.77
92724,2017,Educação,Proteção e benefícios ao trabalhador,212844.73
92726,2017,Educação,Proteção e benefícios ao trabalhador,83187.98
92729,2017,Educação,Ensino superior,399827.75
92732,2017,Educação,Ensino superior,15286.8
92733,2017,Educação,Ensino superior,101089.05
92734,2017,Educação,Proteção e benefícios ao trabalhador,43207.49
92736,2017,Educação,Ensino superior,360986.99
92737,2017,Educação,Proteção e benefícios ao trabalhador,5207.52
92738,2017,Educação,Proteção e benefícios ao trabalhador,626.01
92741,2017,Educação,Ensino superior,213132.28
92742,2017,Educação,Proteção e benefícios ao trabalhador,518463.31
92749,2017,Educação,Proteção e benefícios ao trabalhador,3781.14
92750,2017,Educação,Ensino superior,103886.89
92751,2017,Educação,Ensino superior,8201.06
92754,2017,Educação,Proteção e benefícios ao trabalhador,5665.0
92755,2017,Educação,Proteção e benefícios ao trabalhador,1265.4
92757,2017,Educação,Proteção e benefícios ao trabalhador,75933.79
92759,2017,Educação,Ensino superior,395834.03
92764,2017,Educação,Ensino superior,66899.15
92767,2017,Educação,Proteção e benefícios ao trabalhador,181493.63
92768,2017,Educação,Ensino superior,488223.25
92770,2017,Educação,Proteção e benefícios ao trabalhador,77352.0
92775,2017,Educação,Proteção e benefícios ao trabalhador,27773.82
92776,2017,Educação,Ensino superior,16924.75
92778,2017,Educação,Ensino superior,150165.04
92779,2017,Educação,Ensino superior,451887.3
92780,2017,Educação,Proteção e benefícios ao trabalhador,13276.53
92781,2017,Educação,Ensino superior,278325.9
92783,2017,Educação,Proteção e benefícios ao trabalhador,26660.92
92784,2017,Educação,Ensino superior,328979.54
92786,2017,Educação,Ensino superior,336971.04
92787,2017,Educação,Ensino superior,159246.0
92789,2017,Educação,Ensino superior,54093.63
92791,2017,Educação,Ensino superior,40455.06
92792,2017,Educação,Ensino superior,340978.65
92795,2017,Educação,Proteção e benefícios ao trabalhador,21859.17
92797,2017,Educação,Ensino superior,186829.05
92799,2017,Educação,Ensino superior,127212.11
92800,2017,Educação,Proteção e benefícios ao trabalhador,6526.02
92801,2017,Educação,Proteção e benefícios ao trabalhador,86614.14
92803,2017,Educação,Proteção e benefícios ao trabalhador,1217.33
92807,2017,Educação,Proteção e benefícios ao trabalhador,250729.67
92810,2017,Educação,Ensino superior,390078.12
92811,2017,Educação,Ensino superior,447414.35
92812,2017,Educação,Ensino superior,540501.73
92814,2017,Educação,Ensino superior,14525.24
92815,2017,Educação,Ensino superior,72419.87
92816,2017,Educação,Proteção e benefícios ao trabalhador,71495.58
92821,2017,Educação,Ensino superior,508013.64
92824,2017,Educação,Proteção e benefícios ao trabalhador,50470.18
92825,2017,Educação,Proteção e benefícios ao trabalhador,5411.34
92827,2017,Educação,Ensino superior,591490.28
92828,2017,Educação,Ensino superior,73487.43
92830,2017,Educação,Ensino superior,242560.96
92833,2017,Educação,Proteção e benefícios ao trabalhador,14534.32
92835,2017,Educação,Proteção e benefícios ao trabalhador,121103.16
92839,2017,Educação,Proteção e benefícios ao trabalhador,253095.37
92841,2017,Educação,Ensino superior,441982.71
92842,2017,Educação,Proteção e benefícios ao trabalhador,92837.75
92845,2017,Educação,Proteção e benefícios ao trabalhador,47177.6
92846,2017,Educação,Ensino superior,414851.34
92847,2017,Educação,Ensino superior,471382.08
92848,2017,Educação,Ensino superior,114871.43
92849,2017,Educação,Ensino superior,511222.31
92850,2017,Educação,Proteção e benefícios ao trabalhador,151571.15
92852,2017,Educação,Proteção e benefícios ao trabalhador,36050.78
92856,2017,Educação,Ensino superior,237123.03
92857,2017,Educação,Proteção e benefícios ao trabalhador,364286.02
92858,2017,Educação,Ensino superior,7117.36
92863,2017,Educação,Proteção e benefícios ao trabalhador,11615.79
92864,2017,Educação,Ensino superior,333111.78
92865,2017,Educação,Proteção e benefícios ao trabalhador,834.69
92869,2017,Educação,Ensino superior,260673.83
92870,2017,Educação,Proteção e benefícios ao trabalhador,22412.95
92873,2017,Educação,Ensino superior,240553.22
92874,2017,Educação,Ensino superior,170837.14
92875,2017,Educação,Ensino superior,9318.34
92877,2017,Educação,Ensino superior,23769.34
92879,2017,Educação,Proteção e benefícios ao trabalhador,26695.84
92880,2017,Educação,Ensino superior,418691.7
92882,2017,Educação,Proteção e benefícios ao trabalhador,5265.0
92883,2017,Educação,Proteção e benefícios ao trabalhador,83024.43
92884,2017,Educação,Ensino superior,30293.17
92885,2017,Educação,Ensino superior,36967.84
92888,2017,Educação,Ensino superior,154301.03
92889,2017,Educação,Ensino superior,274931.0
92892,2017,Educação,Ensino superior,416043.87
92893,2017,Educação,Ensino superior,459149.8
92894,2017,Educação,Proteção e benefícios ao trabalhador,59567.52
92898,2017,Educação,Proteção e benefícios ao trabalhador,94712.93
92901,2017,Educação,Proteção e benefícios ao trabalhador,60657.46
92906,2017,Educação,Ensino superior,431099.36
92907,2017,Educação,Ensino superior,260075.65
92909,2017,Educação,Proteção e benefícios ao trabalhador,156696.65
92914,2017,Educação,Ensino superior,458174.99
92917,2017,Educação,Proteção e benefícios ao trabalhador,2209.1
92921,2017,Educação,Ensino superior,44312.4
92925,2017,Educação,Proteção e benefícios ao trabalhador,34233.6
92926,2017,Educação,Ensino superior,229299.08
92928,2017,Educação,Ensino superior,221904.23
92930,2017,Educação,Proteção e benefícios ao trabalhador,14267.75
92933,2017,Educação,Ensino superior,323857.57
92934,2017,Educação,Ensino superior,81327.64
92938,2017,Educação,Ensino superior,273176.02
92939,2017,Educação,Ensino superior,37357.53
92940,2017,Educação,Ensino superior,19920.18
92942,2017,Educação,Ensino superior,311438.51
92943,2017,Educação,Proteção e benefícios ao trabalhador,78594.02
92944,2017,Educação,Ensino superior,424376.09
92946,2017,Educação,Ensino superior,292291.59
92947,2017,Educação,Ensino superior,88842.61
92953,2017,Educação,Proteção e benefícios ao trabalhador,27389.06
92954,2017,Educação,Ensino superior,38281.93
92956,2017,Educação,Ensino superior,53825.96
92957,2017,Educação,Ensino superior,206826.25
92959,2017,Educação,Proteção e benefícios ao trabalhador,29136.53
92960,2017,Educação,Proteção e benefícios ao trabalhador,262099.65
92963,2017,Educação,Proteção e benefícios ao trabalhador,991.95
92964,2017,Educação,Ensino superior,124943.02
92966,2017,Educação,Proteção e benefícios ao trabalhador,59857.31
92968,2017,Educação,Ensino superior,16022.84
92970,2017,Educação,Ensino superior,553205.87
92971,2017,Educação,Ensino superior,161524.67
92972,2017,Educação,Ensino superior,321173.09
92976,2017,Educação,Proteção e benefícios ao trabalhador,55748.41
92977,2017,Educação,Proteção e benefícios ao trabalhador,4814.29
92984,2017,Educação,Ensino superior,53187.56
92986,2017,Educação,Ensino superior,198133.65
92990,2017,Educação,Proteção e benefícios ao trabalhador,97126.72
92996,2017,Educação,Proteção e benefícios ao trabalhador,195770.37
92997,2017,Educação,Ensino superior,6796.89
93002,2017,Educação,Ensino superior,555183.16
93003,2017,Educação,Ensino superior,20163.3
93004,2017,Educação,Ensino superior,121.32
93005,2017,Educação,Ensino superior,22456.66
93009,2017,Educação,Proteção e benefícios ao trabalhador,59770.67
